,User_name,Sentiment,User_flr,sText,Text
2020-06-16 19:49:26,TraderJ95886811,0,275,$NKE AND NO BANKRUPTCY.,@Charlie88873246 @Glenncarguy3 @stoolpresidente Chapter 11 is “restructuring”. Plus they’ve already had two court days where the judge approved motions to make deals with $NKE and no bankruptcy.
2020-06-16 19:54:58,SatoshiAlien,0,504,$NKE WOULD LIKE TO SEE THE 80% RULE PLAY OUT IN THIS ONE WITH A CONTINUATION TO 103 AND 104. 96.78 NEEDS TO HOLD HERE.,$NKE would like to see the 80% rule play out in this one with a continuation to 103 and 104. 96.78 needs to hold here.
2020-06-16 20:18:27,newsfilterio,0,1981,$NKE ,"General Motors to recognize Juneteenth, George Floyd with moments of silence $GM $NKE $TWTR https://t.co/z1AEooVN8p"
2020-06-16 20:19:27,newsfilterio,0,1981,$NKE ,"General Motors to recognize Juneteenth, George Floyd with moments of silence $GM $NKE $TWTR https://t.co/YgEeSxr8HG"
2020-06-16 20:23:37,chroniclesrich,0,122,$NKE. HTTPS://T.CO/FMVUZRRR1G,The only Nikes my child is getting is $NKE. https://t.co/fMvUZrRr1g
2020-06-16 20:55:20,defeatthelies,-1,3603,"$NKE
RIOTERS DESTROYED NIKE STORES.
NIKE PAYS RIOTERS WHO DESTROYED THEIR STORES.
IS THIS RATIONAL BEHAVIOR? ANYONE?","#Tucker $NKE
Rioters destroyed Nike stores.
Nike pays rioters who destroyed their stores.
Is this rational behavior? Anyone?"
2020-06-16 21:17:42,UStock5,0,760,$NKE ,"Best ph app to search stock #options? Koncera &amp;earnings alert to

$TSLA $GE $BAC $QQQ $NFLX $MSFT $AAPL $BABA $AMZN $BA $CAT $EBAY $F $FB $GOOG $JPM $NKE $MCD $PFE $VZ $SPY $UPS $PYPL $WFC $KO $TGT $COST $SBUX $INTC #JNJ $SHOP $DIS $V $HD $NVDA $BA $NVS $DAL $AMD $MU $UAL $LVS"
2020-06-16 21:18:30,c_labrinos,1,243,"$NKERT @USTOCK5: BEST PH APP TO SEARCH STOCK #OPTIONS? KONCERA &AMP;EARNINGS ALERT TO

","RT @UStock5: Best ph app to search stock #options? Koncera &amp;earnings alert to

$TSLA $GE $BAC $QQQ $NFLX $MSFT $AAPL $BABA $AMZN $BA $CAT $…"
2020-06-16 22:52:07,Glenncarguy3,0,732,"$NKE MERCHANDISE BECAUSE IT'S FLYING OFF THE WEBSITE AND SHELVES.

BIG NEWS COMING! HTTPS://T.CO/LCCKFRVND2","$JCPNQ addressing form 4s!
Part 1 of 2! 
Chill out, part of a buyout clause had to dispose of shares. Happens all the time.
Just had emergency hearing to get 80 million dollars worth of #Nike $NKE merchandise because it's flying off the website and shelves.

Big news coming! https://t.co/LcckfrvND2"
2020-06-16 22:55:45,StevenLanahan,0,148,$NKERT @GLENNCARGUY3: ,"RT @Glenncarguy3: $JCPNQ addressing form 4s!
Part 1 of 2! 
Chill out, part of a buyout clause had to dispose of shares. Happens all the tim…"
2020-06-16 22:56:41,JonahLupton,0,508325,$NKE ,"@_trader_pete @jimcramer $NKE $UA $AAPL $GOOG and probably several others. 

I thought Apple should have bought Peloton, this was my quick write you 7 months ago https://t.co/JFtKnkFPxN

$NLS could be very valuable in the right hands."
2020-06-16 23:09:44,TheNerdyPlumber,0,16,$NKERT @GLENNCARGUY3: ,"RT @Glenncarguy3: $JCPNQ addressing form 4s!
Part 1 of 2! 
Chill out, part of a buyout clause had to dispose of shares. Happens all the tim…"
2020-06-16 23:09:57,SergDJB,0,1815,$NKE ,"Support /Resistance /Volume... Congrats if you took this call with us fam'
https://t.co/HJzR0iHTZr

$SPY $QQQ $FB $DIS $nflx $AAPL $TSLA $TWTR $MU $BSX $PTON $MRK $AMD $NVDA $SHOP $SQ $NKE $V $MA $BYND $SPCE $GE $SDC $MDB $LLY $ZM $CLX $TMUS $GILD $WORK $SNAP $ROKU $TWLO $NKLA"
2020-06-16 23:30:08,iamalexhuynh,0,35,$NKE ,"Scans from Tuesday, June 16, 2020: https://t.co/tZj0EPI5Fv https://t.co/isqGal93H6 $FB $MA $HD $ORCL $ABBV $NKE $ACN $AVGO $PM $C $LOW $UPS $FIS $AXP $MSFT $UNH $DIS $CSCO $PG $AEM #SwingTrading #technicalanalysis #trading #stocks #StockTrading #Options #OptionsTrading https://t.co/DSBwLyzeXB"
2020-06-16 23:34:53,c_labrinos,0,243,"$NKERT @SERGDJB: SUPPORT /RESISTANCE /VOLUME... CONGRATS IF YOU TOOK THIS CALL WITH US FAM'
HTTPS://T.CO/HJZR0IHTZR

","RT @SergDJB: Support /Resistance /Volume... Congrats if you took this call with us fam'
https://t.co/HJzR0iHTZr

$SPY $QQQ $FB $DIS $nflx $…"
2020-06-16 23:37:10,Aronphl,0,1349,$NKERT @GLENNCARGUY3: ,"RT @Glenncarguy3: $JCPNQ addressing form 4s!
Part 1 of 2! 
Chill out, part of a buyout clause had to dispose of shares. Happens all the tim…"
2020-06-16 23:55:33,Glenncarguy3,0,732,$NKE #NIKE FOR THE ,"$JCPNQ $JCP

Must read about why the Form 4s came out now after inking that big deal with $NKE #nike for the $80 million in merchandise.

Also video explains it as well below.

https://t.co/Lg5O6VkNb7 https://t.co/1WcpUCWpqe"
2020-06-17 01:38:34,newsfilterio,0,1981,$NKE HTTPS://T.CO/F7QM0W6ZEG,Nike Given New $87.00 Price Target at Deutsche Bank $NKE https://t.co/f7qm0W6zEg
2020-06-17 01:48:23,StevenLanahan,0,148,$NKE #NIKE FOR THE ,"RT @Glenncarguy3: $JCPNQ $JCP

Must read about why the Form 4s came out now after inking that big deal with $NKE #nike for the $80 million…"
2020-06-17 02:34:16,TranscriptDaily,0,646,$NKE HTTPS://T.CO/ZM8FORRHVL,Research Analysts Issue Forecasts for Nike Inc’s Q1 2021 Earnings $NKE https://t.co/ZM8fOrrHvl
2020-06-17 02:34:38,TheMarketsDaily,0,1375,$NKE HTTPS://T.CO/V29ZEKIVPA,Research Analysts Issue Forecasts for Nike Inc’s Q1 2021 Earnings $NKE https://t.co/V29zEKivpa
2020-06-17 03:07:46,DayTrad2warrior,0,36,$NKE #DAYTRADING  #ST…,"RT @WarriorTrading: Nike Analysts Brush Off Investor Fears, Saying Tariffs Aren’t a Threat: https://t.co/BlapSY9iRI | $NKE #Daytrading  #St…"
2020-06-17 03:13:24,StockTipRobot,0,1044,$NKE #INVEST,"According to my #AlternativeFacts, you should buy, sell, and hold Nike $NKE #Invest"
2020-06-17 05:44:49,ThisLincolnian,0,675,$NKE PRICE TARGET TO ,Deutsche Bank Increases Nike $NKE Price Target to $87.00 https://t.co/ltpW9XtCBG
2020-06-17 05:47:01,EnterpriseLeade,0,615,$NKE GIVEN NEW ,Nike $NKE Given New $87.00 Price Target at Deutsche Bank  https://t.co/DyFEOprslU
2020-06-17 06:47:15,cukey_3,0,125,"$NKERT @CHARLIEBILELLO: PRICE TO SALES RATIOS...
LULU ","RT @charliebilello: Price to Sales Ratios...
Lulu $LULU: 10x
Netflix $NFLX: 9x
Facebook $FB: 8.8x
Google $GOOGL: 6x
Apple $AAPL: 5.6x
Amazo…"
2020-06-17 07:43:08,SethCL,0,5951,$NKE ,$TGT $COST $UVXY $SPY $XLP $XLY $AMZN $BBY $KSS $LULU $NKE $AAPL $FNGU $SPX $QQQ $TWTR our latest long on $WMT worked nicely from $118.85 to $120.08 per our trade alert below! Subscribe today and trade with us in the trading room at https://t.co/RfhuhKho7v https://t.co/ZoAZsxTski
2020-06-17 08:44:29,TopStockAlerts1,0,23326,"$NKE RUNNING SHOES HANDMADE BY NIKE CO-FOUNDER GO ON THE BLOCK

HTTPS://T.CO/NVCOXFA730","$NKE Running Shoes Handmade by Nike Co-Founder Go On the Block

https://t.co/NVcoXFa730"
2020-06-17 09:18:50,TheStockGuyTV,-1,4855,"$NKE PT UPGRADE

BEIJING CANCELS 60% OF FLIGHTS

","$MGI looks to gap up

$HEAR raised PT

Carbon cut continues to pump $TAN

$NTN looks for growth

$ARMP gets DoD contract

$ACRS COVID study 

$STZ growth outlook

$YUMC looks to Hong Kong openings

$FLGT COVID home tests

$NKE PT upgrade

Beijing cancels 60% of flights

$BYND"
2020-06-17 09:25:38,raymond10mm,0,6291,$NKE ,#inside day $es_f $AAPL #daytrading #marketprofile #futures $spx $nasdaq $zb_f $nq_f $cl_f $GC_f $amzn $XOM $ibm $googl $AVGO $WFM $cvs $bac $td $WMT $COST $WFC $jnj $GE $GS $tsla $utx $fb $JPM $dis $MCD $mo $NKE $TGT $RHT $V $gc_f https://t.co/1BhRe7iBol
2020-06-17 09:31:01,TSOH_Investing,1,9218,$NKE HE COULD BUY THESE... HTTPS://T.CO/NHWBYYJLZV,If @JerryCap did the #NeverSell with $NKE he could buy these... https://t.co/NHWbYYJlzv
2020-06-17 09:33:26,sbwcws,0,119,$NKE,"Nike price target raised to $115 from $100 at Raymond James
$NKE"
2020-06-17 09:35:48,MuppetTrading,1,537,$NKE. I'D CALL THAT A BIG POSITIVE SURPRISE VS MKT EXPECTATIONS. HTTPS://T.CO/A8MSCJVF7O,BMO Capital has an interesting note out on retail traffic to stores using data from https://t.co/H0vDM9xvP0 - what caught my eye is the chart showing $UAA traffic actually recovering more than $LULU and $NKE. I'd call that a big positive surprise vs mkt expectations. https://t.co/A8MSCjVF7o
2020-06-17 09:36:21,SwaggyStocks,0,2208,$NKE ,WallStreetBets ETF at Open. Flat as $&amp;!* $AMD $NKE $BYND $LULU https://t.co/qEq7LpeMlE
2020-06-17 09:44:03,SwingTradeBot,0,6751,$NKE ,20 DMA Support today: $BIP $ITP $OUT $SAND $BURL $LH $FIS $TIP $LAC $JWN $EAT $ARCH $NKE $ZBH $VRTX $LSXMK $FVRR $PEJ $ARKG $NBRV ... https://t.co/deOpbNqdR6
2020-06-17 10:06:20,SergDJB,0,1815,$NKE ,"$NET been waiting for this but guess what! 😭😭😤 Congrats longs
https://t.co/HJzR0iHTZr

$SPY $QQQ $FB $DIS $nflx $AAPL #swingtrading $TSLA $TWTR $MU $BSX $PTON $MRK $AMD $NVDA $SHOP $SQ $NKE $V $MA $BYND $SPCE $GE $SDC $MDB $EHTH $ZM $CLX $TMUS $GILD $WORK $SNAP $ROKU https://t.co/WW1vi4u75I"
2020-06-17 10:21:47,gregorybent,0,1244,$NKE HTTPS://T.CO/K8EVFEIERJ,"Nike Is a Winner as Virus Brings Focus on Wellness, Analyst Says $NKE https://t.co/K8EVFEIERJ"
2020-06-17 10:25:22,AmericanBanking,0,7764,$NKE PRICE TARGET INCREASED TO ,Nike $NKE Price Target Increased to $115.00 by Analysts at Raymond James https://t.co/DIWyWFgHIL #stocks
2020-06-17 10:34:49,OphirGottlieb,1,59096,"$NKE NIKE IS A WINNER AS VIRUS BRINGS FOCUS ON WELLNESS, ANALYST SAYS HTTPS://T.CO/0FFC4LEKX4","$NKE Nike Is a Winner as Virus Brings Focus on Wellness, Analyst Says https://t.co/0FFc4lEKx4"
2020-06-17 10:35:02,KarlvKtrading,1,4717,"$NKE NIKE IS A WINNER AS VIRUS BRINGS FOCUS ON WELLNESS, ANALYST SAYS HTTPS://T.CO/0FFC4LEKX4","RT @OphirGottlieb: $NKE Nike Is a Winner as Virus Brings Focus on Wellness, Analyst Says https://t.co/0FFc4lEKx4"
2020-06-17 10:40:08,Wild_Tiger99,1,345,"$NKE NIKE IS A WINNER AS VIRUS BRINGS FOCUS ON WELLNESS, ANALYST SAYS HTTPS://T.CO/0FFC4LEKX4","RT @OphirGottlieb: $NKE Nike Is a Winner as Virus Brings Focus on Wellness, Analyst Says https://t.co/0FFc4lEKx4"
2020-06-17 10:51:42,newsfilterio,0,1981,$NKE ,United Auto Workers organizing 'peaceful and orderly stand downs' on Juneteenth for George Floyd and racial protests $GM $F $FCA-IT $NKE $TWTR https://t.co/IvbvWH6LTD
2020-06-17 10:52:06,Tickeron,0,4533,$NKE IN UPTREND: STOCHASTIC INDICATOR PEAKS AND LEAVES OVERSOLD ZONE. VIEW ODDS FOR THIS AND OTHER INDICATORS: HTTPS://T.CO/E0VEFXKT4G #STOCKMARKET #STOCK #TECHNICALANALYSIS #MONEY #TRADING #INVESTING #DAYTRADING #NEWS #TODAY HTTPS://T.CO/DMHCVRVOO1,$NKE in Uptrend: Stochastic indicator peaks and leaves oversold zone. View odds for this and other indicators: https://t.co/E0vEFxkT4g #stockmarket #stock #technicalanalysis #money #trading #investing #daytrading #news #today https://t.co/DmhcvrVoo1
2020-06-17 10:59:01,SergDJB,0,1815,$NKE ,"TTWO PT upgrade to $160 VCP coiling nicely here SL 🛑 below 130ish on volume, follow for more. Good luck
https://t.co/HJzR0iHTZr

$SPY $QQQ $FB $DIS $nflx $AAPL $TSLA $TWTR $MU $PTON $AMD $NVDA $SHOP $SQ $NKE $V $MA $BYND $SPCE $MDB $EHTH $ZM $CLX $TMUS $GILD $WORK $SNAP $ROKU https://t.co/NZ5VJ67AoA"
2020-06-17 11:04:55,c_labrinos,0,243,$NKERT @SERGDJB: TTWO PT UPGRADE TO ,"RT @SergDJB: TTWO PT upgrade to $160 VCP coiling nicely here SL 🛑 below 130ish on volume, follow for more. Good luck
https://t.co/HJzR0iHTZ…"
2020-06-17 11:09:04,SergDJB,0,1815,$NKE ,"$WORK 🤦🏾‍♂️ I forgot that to ride this pig we need to have the patience of a monk... Holy S-** 😂 push this darn thing already 👀 https://t.co/HJzR0iHTZr

$SPY $QQQ $FB $DIS $nflx $AAPL $TSLA $TWTR $MU $PTON $MRK $AMD $NVDA $SHOP $SQ $NKE $BYND $MDB $ZM $CLX $TMUS $WORK $SNAP $ROKU https://t.co/yQehMvMIy9"
2020-06-17 11:19:47,c_labrinos,0,243,$NKERT @SERGDJB: ,RT @SergDJB: $WORK 🤦🏾‍♂️ I forgot that to ride this pig we need to have the patience of a monk... Holy S-** 😂 push this darn thing already…
2020-06-17 11:33:54,SergDJB,0,1815,$NKE ,"$ROKU red to green and about to break inflection point heavy👀 for a trade again after banking yesterday. SL 🛑 below $119 https://t.co/HJzR0iHTZr

$SPY $QQQ $FB $DIS $nflx $AAPL  $TSLA $TWTR $MU $BSX $PTON $MRK $AMD $NVDA $SHOP $SQ $NKE $V $MA $BYND $SPCE $WORK $SNAP $ROKU $net https://t.co/ttr3xAQATa"
2020-06-17 11:34:36,c_labrinos,0,243,$NKERT @SERGDJB: ,RT @SergDJB: $ROKU red to green and about to break inflection point heavy👀 for a trade again after banking yesterday. SL 🛑 below $119 https…
2020-06-17 11:41:24,OlympiaReport,0,529,$NKE PRICE TARGET TO ,Raymond James Increases Nike $NKE Price Target to $115.00 https://t.co/uI4GU6U7iH
2020-06-17 11:46:33,stocknewstimes,0,1754,$NKE PRICE TARGET TO ,Raymond James Increases Nike $NKE Price Target to $115.00  https://t.co/F5L23BGbgd
2020-06-17 12:15:08,TeckAnalytics,0,475,$NKE ,"Updated TGT for best Buy Signals
$TSLA
$NVDA  $MU
$AMZN $MSFT
$BABA $NFLX
$ADBE #FF $AXP $IBM $CSCO $CVX $INTC $DD $DIS $MCD $MMM $PG $TRV $UNH $NKE $UTX $VZ $WBA $WYNN $XLNX $ACN $FB $NFLX $DLTR $EA $SPY $SPX $DJIA $HD $GS $BA $GDX $VZ $WDC $AMD $ADSK $V $CAT $JPM $AAPL $gold https://t.co/cMR4AI1ANd"
2020-06-17 12:18:01,alphakonstant,1,401,$NKE... PUTS BUY BUY BUY,@RampCapitalLLC Please $NKE... PUTS BUY BUY BUY
2020-06-17 12:19:19,c_labrinos,1,243,"$NKERT @TECKANALYTICS: UPDATED TGT FOR BEST BUY SIGNALS
","RT @TeckAnalytics: Updated TGT for best Buy Signals
$TSLA
$NVDA  $MU
$AMZN $MSFT
$BABA $NFLX
$ADBE #FF $AXP $IBM $CSCO $CVX $INTC $DD $DIS…"
2020-06-17 12:22:28,MarketCurrents,1,50944,$NKE - NIKE SEEN BENEFITING FROM LONG-TERM LIFESTYLE CHANGES HTTPS://T.CO/5EPNCZJN9Q,$NKE - Nike seen benefiting from long-term lifestyle changes https://t.co/5EPNCzjn9q
2020-06-17 12:24:05,PSuiteNetwork,1,2938,$NKE - NIKE SEEN BENEFITING FROM LONG-TERM LIFESTYLE CHANGES HTTPS://T.CO/5EPNCZJN9Q,RT @MarketCurrents: $NKE - Nike seen benefiting from long-term lifestyle changes https://t.co/5EPNCzjn9q
2020-06-17 12:25:33,newsfilterio,0,1981,$NKE HTTPS://T.CO/AAIW9ABQHY,Nike seen benefiting from long-term lifestyle changes $NKE https://t.co/aAIW9abqhy
2020-06-17 12:28:21,JorelLaraKalel,0,4430,$NKE @NIKE HTTPS://T.CO/ZUBVRV5GXD,Nike seen benefiting from long-term lifestyle changes $NKE @nike https://t.co/ZubvRV5Gxd
2020-06-17 12:38:30,lisaD47713021,1,244,$NKE - NIKE SEEN BENEFITING FROM LONG-TERM LIFESTYLE CHANGES HTTPS://T.CO/5EPNCZJN9Q,RT @MarketCurrents: $NKE - Nike seen benefiting from long-term lifestyle changes https://t.co/5EPNCzjn9q
2020-06-17 12:52:59,Bazooka_Chip,0,97,$NKE #NIKE FOR THE ,"RT @Glenncarguy3: $JCPNQ $JCP

Must read about why the Form 4s came out now after inking that big deal with $NKE #nike for the $80 million…"
2020-06-17 13:06:29,hyumialert,0,329,"$NKE, ","$ABT, $BSX, $BYND, $DISH, $ESTC, $IMMU, $KNX, $NKE, $NVDA, $PINS, $SNE, $VICI, $VIPS, $WORK BuyToOpen AtTheMoney to Calls_Bullish_Stock ($SL 20 % )."
2020-06-17 13:10:08,Options_TIQ,0,207,$NKE ,"Humped the crap out of Hump day 💰. See you tomorrow! 

$tyrl $work $roku $msft $sdc $spce $ba $ccl $bynd $nvda $ge $nke $cldr $pypl $meli $se $zm $stne $dal $aal $mcd $meli $ge $mrna $apt $hd $bbby $bynd $love $nke $meli $stne $ehth"
2020-06-17 13:19:13,c_labrinos,0,243,$NKE ,"RT @Options_TIQ: Humped the crap out of Hump day 💰. See you tomorrow! 

$tyrl $work $roku $msft $sdc $spce $ba $ccl $bynd $nvda $ge $nke $c…"
2020-06-17 13:23:57,LeftHand_Virgo,0,45,$NKE AND ,Decided not to......long calls in $NKE and $PFE instead.
2020-06-17 14:17:32,stockholderusa,0,119,$NKE   JULY 2ND 105 CALLS ....   ER COMING THIS 26TH ...,Added $NKE   July 2nd 105 calls ....   ER coming this 26th ...
2020-06-17 14:24:50,hyumialert,0,329,"$NKE, ","$DKS, $NKE, $NKLA, $VIPS, $WDAY, $XPO BuyToOpen AtTheMoney to Calls_Bullish_Stock ($SL 20 % )."
2020-06-17 14:37:02,KYtheflyguy,1,941,"$NKE NIKE IS A WINNER AS VIRUS BRINGS FOCUS ON WELLNESS, ANALYST SAYS HTTPS://T.CO/0FFC4LEKX4","RT @OphirGottlieb: $NKE Nike Is a Winner as Virus Brings Focus on Wellness, Analyst Says https://t.co/0FFc4lEKx4"
2020-06-17 14:44:09,hyumialert,0,329,"$NKE, ","$ABT, $BSX, $DKS, $NKE, $PLAN, $RHI, $SNE BuyToOpen AtTheMoney to Calls_Bullish_Stock ($SL 20 % )."
2020-06-17 14:50:14,Nickoteen_,1,719,$NKE OUTPERFORMED THE MARKET TODAY SO FAR,$nke outperformed the market today so far
2020-06-17 15:22:41,SergDJB,0,1815,$NKE ,"$PINS looks prime here VCP pattern. Market is weak so careful. Wasn't old Cramer pumping this yesterday?

 $SPY $QQQ $FB $DIS $nflx $AAPL  $TSLA $TWTR $MU $PTON $AMD $NVDA $SHOP $SQ $NKE $GE $MDB $ZM $CLX $TMUS $WORK $SNAP $ROKU

https://t.co/HJzR0iHTZr https://t.co/o263QxblZf"
2020-06-17 15:34:10,c_labrinos,0,243,$NKERT @SERGDJB: ,"RT @SergDJB: $PINS looks prime here VCP pattern. Market is weak so careful. Wasn't old Cramer pumping this yesterday?

 $SPY $QQQ $FB $DIS…"
2020-06-17 16:30:58,dailycandlestix,0,101,"$NKE INVERTED HAMMER
DAILY APPEARANCES SINCE 2010: 60
CLOSE 5 DAYS LATER ±:
AVG: 0.33
SD: 1.84
WORST: -4.96
BEST: 8.36

10 DAYS LATER:
AVG: 0.88
SD: 2.57
WORST: -7.07
BEST: 12.60

30 DAYS LATER:
AVG: -0.16
SD: 5.03
WORST: -29.43
BEST: 7.94","$NKE Inverted Hammer
Daily appearances since 2010: 60
Close 5 days later ±:
Avg: 0.33
SD: 1.84
Worst: -4.96
Best: 8.36

10 days later:
Avg: 0.88
SD: 2.57
Worst: -7.07
Best: 12.60

30 days later:
Avg: -0.16
SD: 5.03
Worst: -29.43
Best: 7.94"
2020-06-17 16:30:58,dailycandlestix,-1,101,"$NKE RISING PRICE, DECLINING VOLUME
DAILY APPEARANCES SINCE 2010: 64
CLOSE 5 DAYS LATER ±:
AVG: 0.44
SD: 2.22
WORST: -7.63
BEST: 8.36

10 DAYS LATER:
AVG: 0.36
SD: 2.76
WORST: -10.86
BEST: 12.60

30 DAYS LATER:
AVG: -0.50
SD: 4.29
WORST: -18.11
BEST: 5.25","$NKE Rising Price, Declining Volume
Daily appearances since 2010: 64
Close 5 days later ±:
Avg: 0.44
SD: 2.22
Worst: -7.63
Best: 8.36

10 days later:
Avg: 0.36
SD: 2.76
Worst: -10.86
Best: 12.60

30 days later:
Avg: -0.50
SD: 4.29
Worst: -18.11
Best: 5.25"
2020-06-17 16:30:58,dailycandlestix,0,101,"$NKE BELOW AVG VOLUME
DAILY APPEARANCES SINCE 2010: 166
CLOSE 5 DAYS LATER ±:
AVG: 0.29
SD: 2.24
WORST: -8.65
BEST: 5.79

10 DAYS LATER:
AVG: 0.44
SD: 2.75
WORST: -10.86
BEST: 10.54

30 DAYS LATER:
AVG: 0.94
SD: 6.02
WORST: -36.64
BEST: 15.92","$NKE Below Avg Volume
Daily appearances since 2010: 166
Close 5 days later ±:
Avg: 0.29
SD: 2.24
Worst: -8.65
Best: 5.79

10 days later:
Avg: 0.44
SD: 2.75
Worst: -10.86
Best: 10.54

30 days later:
Avg: 0.94
SD: 6.02
Worst: -36.64
Best: 15.92"
2020-06-17 16:41:16,bigjim1281,0,28,$NKE ,RT @SethCL: $TGT $COST $UVXY $SPY $XLP $XLY $AMZN $BBY $KSS $LULU $NKE $AAPL $FNGU $SPX $QQQ $TWTR our latest long on $WMT worked nicely fr…
2020-06-17 16:43:16,TDANetwork,0,34077,"$NKE, ","#LIVE: #ChartMaster 📊 @PMullaly_TDA runs through the technical outlooks for $NKE, $UAA, and $DKS: 👟 https://t.co/B0ODWuQAM3"
2020-06-17 16:51:55,OptionBullsLLC,0,2172,$NKE ,"Join the Bulls ☑️ 
First day pays for Membership 10 Fold ☑️
Starting to see a trend here 😏
#JoinTheBulls FOR JUST $39/Month 

$SPY $TSLA $VTIQ $NKLA $BYND $ZM $SHOP $OSTK $SNAP $AAPL $TLRY $AMZN $TWLO $ATVI $AMD $NVDA $ROKU $NFLX $SQ $BA $DIS $FB $NKE $GOOGL $TWTR $PYPL https://t.co/HTsB0ZGboE"
2020-06-17 16:52:16,TFNN,0,73836,"$NKE AND MORE! #LEARNTOTRADE #TFNN #STOCKMARKETNEWS #FINANCIALEDUCATION #STOCKSTOTRADE #TRADINGVIEW
HTTPS://T.CO/FBSPLNWHL9 HTTPS://T.CO/BK8UZ0IL3I","Tom O'Brien hosts the Tom O'Brien Show for Wednesday on @TFNN and discussed $EUR $QQQ $DXY $HTZ $NKE and more! #learntotrade #TFNN #StockMarketNews #Financialeducation #StocksToTrade #TradingView
https://t.co/fBSpLNwhl9 https://t.co/bK8UZ0Il3I"
2020-06-17 16:52:17,CaRoquep,0,6,"$NKE, ","RT @TDANetwork: #LIVE: #ChartMaster 📊 @PMullaly_TDA runs through the technical outlooks for $NKE, $UAA, and $DKS: 👟 https://t.co/B0ODWuQAM3"
2020-06-17 17:49:46,newsfilterio,0,1981,$NKE ,"A pair of iconic Nike shoes could draw $150,000 at auction $NKE $BID-MX https://t.co/bKElV6LpOU"
2020-06-17 18:33:37,InsidrFinancial,0,4821,$NKE ,"$WYNN $MGM $OXY $BP $MAR $DIS $NKE $SBUX $BA $CLL

#stocks #stockstobuy #stockstowatch #wynn #mgm #starbucks #carnival #nike #marriott #disney #dis

https://t.co/8CWyNyaDSm"
2020-06-17 18:36:53,FixedGuru,0,83,$NKE #PORTLAND,"its only 3:45pm PST and the #DowJonesFutures is down 67 points, that's nothing compare to what it can be on July 31st, mark that day on your #calendar $tsla $nkla $nklaw $ccl $bynd $cmg $nke #Portland"
2020-06-17 18:48:07,c_labrinos,-1,243,"$NKERT @FIXEDGURU: ITS ONLY 3:45PM PST AND THE #DOWJONESFUTURES IS DOWN 67 POINTS, THAT'S NOTHING COMPARE TO WHAT IT CAN BE ON JULY 31ST, MARK…","RT @FixedGuru: its only 3:45pm PST and the #DowJonesFutures is down 67 points, that's nothing compare to what it can be on July 31st, mark…"
2020-06-17 18:48:39,raymond10mm,0,6291,$NKE ,#Mixed  day $es_f $AAPL #daytrading #marketprofile #futures $spx $nasdaq $zb_f $nq_f $cl_f $GC_f $amzn $XOM $ibm $googl $AVGO $WFM $cvs $bac $td $WMT $COST $WFC $jnj $GE $GS $tsla $utx $fb $JPM $dis $MCD $mo $NKE $TGT $RHT $V $gc_f https://t.co/VhPffryokZ
2020-06-17 19:39:45,juliusagusta,0,306,$NKERT @RAYMOND10MM: #MIXED  DAY ,RT @raymond10mm: #Mixed  day $es_f $AAPL #daytrading #marketprofile #futures $spx $nasdaq $zb_f $nq_f $cl_f $GC_f $amzn $XOM $ibm $googl $A…
2020-06-17 20:01:05,gilmoreport,-1,6833,$NKE A PUNCHBOWL FORMATION HAVING TROUBLE AT THE ,$NKE a punchbowl formation having trouble at the $!00 Centry Mark. It failed last time it tried to clear it back in February. https://t.co/3Dy2y5Ke4M
2020-06-17 20:21:09,SergDJB,0,1819,$NKE ,"#swinghomework $AVLR #ChartPorn 💰😍... Pretty lines! Before - after

https://t.co/HJzR0iHTZr

$SPY $QQQ $FB $DIS $nflx $AAPL #swingtrading $TSLA $TWTR $MU $BSX $PTON $MRK $AMD $NVDA $SHOP $SQ $NKE $V $MA $BYND $SPCE $GE $SDC $MDB $EHTH $ZM $CLX $TMUS $GILD $WORK $SNAP $ROKU https://t.co/cgJ6cmrYkE"
2020-06-17 21:12:18,SergDJB,0,1819,$NKE ,"$ATVI forming a PP = Pocket Pivot here after consolidation...heavy 👀 in coming weeks im in on a swing
https://t.co/HJzR0iHTZr

$SPY $QQQ $FB $DIS $nflx $AAPL $TSLA $TWTR $MU $PTON $AMD $NVDA $SHOP $SQ $NKE $V $MA $BYND $SPCE $SDC $MDB $EHTH $ZM $CLX $TMUS $GILD $WORK $SNAP $ROKU https://t.co/SHQZbfGRvA"
2020-06-17 21:33:10,fincuity,0,194,$NKE ,"$AAPL Steve Jobs 2003

$NKLA $NFLX $DIS $MSFT $SPX $FB $UBER $LYFT $COST $GOOG $SPY $DAL $UAL $LIND $NKE $DJI $AMD $GE $BAC $CCL $RCL $NCL $SAVE $AMZN $TSLA $OIL $BTC $AAL $F $BA $MRO $OILU $BAC $WFC $NKE $WMT $CLX $PTON $CSCO $WMT $ZM $GILD $M $NIO $MGM $COTY $ABEV https://t.co/Xv6T27kczo"
2020-06-17 21:33:52,c_labrinos,0,258,$NKE ,"RT @fincuity: $AAPL Steve Jobs 2003

$NKLA $NFLX $DIS $MSFT $SPX $FB $UBER $LYFT $COST $GOOG $SPY $DAL $UAL $LIND $NKE $DJI $AMD $GE $BAC $…"
